selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,brand,model,car_age,km_per_year
500000,40000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,Maruti,Swift Dzire VXI,5,8000.0
500000,70000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,Ford,Figo Aspire 1.5 TDCi Ambiente,5,14000.0
400000,60000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,Maruti,Swift VDI,10,6000.0
550000,90000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,Bolero 2011-2019 SLX,8,11250.0
200000,70000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.1,7.0,Tata,New Safari Dicor LX 4X2 BS IV,14,5000.0
280000,65000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,Hyundai,i10 Sportz,9,7222.222222222223
580000,88000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI,7,12571.42857142857
100000,80000,Diesel,Individual,Manual,Third Owner,18.8,1248.0,90.0,5.0,Tata,Manza Aura (ABS) Quadrajet,12,6666.666666666667
550000,60000,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,8.0,Mahindra,Scorpio EX,7,8571.42857142857
700000,38000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra,TUV 300 T4 Plus,4,9500.0
150000,80000,Petrol,Individual,Manual,Third Owner,15.0,1368.0,90.0,5.0,Tata,Manza Aqua Safire,11,7272.727272727273
190000,60000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,Hyundai,EON Magna Plus,7,8571.42857142857
500000,110000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,Bolero 2011-2019 SLE,8,13750.0
640000,110000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti,Swift VDI BSIV,4,27500.0
340000,145000,Diesel,Individual,Manual,First Owner,20.86,1199.0,75.0,5.0,Skoda,Fabia 1.2L Diesel Elegance,10,14500.0
811000,43000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.76,5.0,Hyundai,Elite i20 Asta Option Diesel,2,21500.0
409999,120000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0,Maruti,Ritz LDi,5,24000.0
220000,136000,Petrol,Individual,Manual,Second Owner,16.1,1298.0,88.2,5.0,Maruti,Swift Lxi BSIII,14,9714.285714285714
170000,120000,Diesel,Individual,Manual,Second Owner,17.88,1405.0,48.21,5.0,Tata,Indica V2 DLS BSIII,8,15000.0
700000,25000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,Hyundai,Elite i20 Petrol Asta Option,3,8333.333333333334
950000,80000,Diesel,Individual,Manual,Second Owner,15.4,2179.0,120.0,7.0,Mahindra,Scorpio S10 4WD,6,13333.333333333334
80000,40000,Petrol,Individual,Manual,Second Owner,14.4,1599.0,94.0,5.0,Hyundai,Accent GLS 1.6 ABS,18,2222.222222222222
420000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI,7,17142.85714285714
899000,35000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,Maruti,S-Cross 2017-2020 Zeta DDiS 200 SH,3,11666.666666666666
459999,35000,Petrol,Individual,Manual,First Owner,19.83,1198.0,67.0,5.0,Datsun,GO T Petrol,2,17500.0
150000,120000,Diesel,Individual,Manual,Second Owner,18.1,1493.0,110.0,5.0,Hyundai,Verna CRDi SX ABS,13,9230.76923076923
350000,25000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,Renault,KWID 1.0 RXT Optional,4,6250.0
509999,100000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,5.0,Toyota,Etios GD,6,16666.666666666668
500000,120000,Diesel,Individual,Manual,Third Owner,15.96,2523.0,62.1,9.0,Mahindra,Bolero 2011-2019 Plus Non AC,8,15000.0
370000,35000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,Tata,Zest Revotron 1.2 XT,4,8750.0
240000,44000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,Maruti,Alto K10 2010-2014 VXI,8,5500.0
530000,100000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5.0,Hyundai,i20 Asta 1.4 CRDi,6,16666.666666666668
1000000,133000,Diesel,Individual,Manual,Second Owner,15.4,2179.0,120.0,7.0,Mahindra,Scorpio S10 7 Seater,6,22166.666666666668
1600000,35000,Diesel,Individual,Manual,Second Owner,13.68,2393.0,147.8,7.0,Toyota,Innova Crysta 2.4 VX MT BSIV,3,11666.666666666666
350000,64000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,Hyundai,i10 Sportz,7,9142.857142857143
1100000,70000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7.0,Mahindra,XUV500 AT W10 FWD,6,11666.666666666666
220000,70000,Petrol,Individual,Manual,First Owner,18.5,1197.0,80.0,5.0,Hyundai,i20 1.2 Magna,10,7000.0
350000,100000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Sportz,6,16666.666666666668
370000,90000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,Maruti,Swift LDI,8,11250.0
220000,50000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5.0,Maruti,Swift Dzire VXi,7,7142.857142857143
400000,50000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,Mahindra,KUV 100 mFALCON D75 K4,4,12500.0
570000,31596,Petrol,Dealer,Manual,First Owner,17.0,1497.0,121.36,5.0,Ford,EcoSport 1.5 Petrol Ambiente BSIV,4,7899.0
650000,85710,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W6 2WD,8,10713.75
1680000,129627,Diesel,Dealer,Manual,First Owner,11.5,2982.0,171.0,7.0,Toyota,Fortuner 3.0 Diesel,9,14403.0
250000,10000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5.0,Datsun,RediGO T Option,3,3333.3333333333335
320000,15000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,Hyundai,i10 Sportz,7,2142.8571428571427
440000,35000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0,Maruti,Wagon R AMT VXI,4,8750.0
315000,49000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,Hyundai,i20 Sportz 1.2,8,6125.0
100000,70000,Petrol,Individual,Manual,Third Owner,19.33,1248.0,82.0,5.0,Hyundai,Santro Xing ABS,14,5000.0
202999,158000,Diesel,Individual,Manual,First Owner,18.8,1248.0,90.0,5.0,Tata,Manza Aura Quadrajet,11,14363.636363636364
179000,30000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,Hyundai,EON Era,9,3333.3333333333335
140000,60000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,Hyundai,i10 Magna 1.2 iTech SE,13,4615.384615384615
150000,40000,Petrol,Individual,Manual,Second Owner,18.2,1061.0,64.0,5.0,Maruti,Zen Estilo 1.1 LXI BSIII,13,3076.923076923077
440000,60000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,Mahindra,Bolero SLX,10,6000.0
250000,55130,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.0,5.0,Ford,Figo Diesel EXI,10,5513.0
330000,22000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,Wagon R VXI BS IV,7,3142.8571428571427
250000,48000,Petrol,Individual,Manual,First Owner,15.6,1196.0,70.0,5.0,Ford,Figo Petrol ZXI,11,4363.636363636364
335000,45000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,Hyundai,i20 Magna,9,5000.0
1025000,22522,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,7.0,Mahindra,XUV500 W4,5,4504.4
320000,51856,Petrol,Dealer,Manual,Third Owner,18.5,1197.0,80.0,5.0,Hyundai,i20 1.2 Magna,9,5761.777777777777
550000,29434,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,Maruti,Ciaz RS ZXi Plus,6,4905.666666666667
800000,25000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5.0,Honda,WR-V i-DTEC VX,3,8333.333333333334
380000,28000,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,5.0,Tata,Tiago 1.2 Revotron XZ,4,7000.0
400000,44500,Diesel,Individual,Manual,Second Owner,20.46,1461.0,83.8,5.0,Renault,Duster 85PS Diesel RxL Optional,8,5562.5
375000,34500,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,Wagon R VXI BS IV,5,6900.0
1100000,20000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5.0,Honda,City i-VTEC CVT ZX,4,5000.0
650000,15000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai,i20 1.2 Spotz,3,5000.0
361000,26000,Petrol,Individual,Automatic,First Owner,19.34,1198.0,76.0,5.0,Nissan,Micra XV CVT,7,3714.285714285714
140000,20000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai,EON D Lite Plus,9,2222.222222222222
550000,3000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,Hyundai,Xcent 1.2 VTVT S,2,1500.0
670000,20000,Petrol,Individual,Manual,First Owner,19.5,1199.0,88.76,5.0,Honda,Amaze VX Petrol BSIV,2,10000.0
880000,25000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,Vitara Brezza ZDi Plus,4,6250.0
950000,35000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,Ford,EcoSport 1.5 Diesel Titanium Plus BSIV,3,11666.666666666666
300000,60000,Diesel,Individual,Manual,First Owner,18.3,1991.0,147.9,5.0,Chevrolet,Cruze LTZ,11,5454.545454545455
1150000,6825,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5.0,Honda,City i-VTEC CVT VX,4,1706.25
450000,155000,Diesel,Individual,Automatic,First Owner,14.81,1998.0,163.7,5.0,Chevrolet,Cruze LTZ AT,6,25833.333333333332
375000,50000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,5.0,Maruti,Eeco CNG 5 Seater AC BSIV,3,16666.666666666668
600000,13500,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.1,7.0,Maruti,Ertiga BSIV VXI,5,2700.0
700000,260000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,Toyota,Innova 2.5 V Diesel 8-seater,13,20000.0
600000,65000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0,Hyundai,Xcent 1.2 CRDi S,3,21666.666666666668
630000,95000,Diesel,Individual,Manual,Second Owner,14.02,2179.0,118.3,8.0,Mahindra,Xylo H9,7,13571.42857142857
590000,40000,Petrol,Individual,Manual,Second Owner,20.73,1373.0,91.1,5.0,Maruti,Ciaz ZXi,5,8000.0
420000,30000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,Hyundai,Santro Era,2,15000.0
1950000,120000,Diesel,Individual,Manual,First Owner,13.5,2477.0,175.56,7.0,Mitsubishi,Pajero Sport 4X4 Dual Tone,5,24000.0
541000,112011,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.1,7.0,Tata,New Safari Dicor EX 4X2 BS IV,8,14001.375
900000,125000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,Toyota,Innova 2.5 G (Diesel) 7 Seater,6,20833.333333333332
250000,43000,Diesel,Individual,Manual,First Owner,18.8,1248.0,90.0,5.0,Tata,Manza Aura Quadrajet,12,3583.3333333333335
670000,53534,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,Bolero 2011-2019 SLE,2,26767.0
530000,20000,Petrol,Individual,Manual,First Owner,20.3,1199.0,83.81,5.0,Tata,Tigor 2017-2020 XZ Plus,2,10000.0
150000,70000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,5.0,Chevrolet,Beat Diesel LT,9,7777.777777777777
550000,70000,Diesel,Individual,Manual,Third Owner,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 2WD,8,8750.0
650000,150000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,Mahindra,Scorpio 1.99 S4 Plus,6,25000.0
180000,100000,Diesel,Individual,Manual,Second Owner,19.4,1405.0,70.0,5.0,Tata,Indica Vista TDI LX,9,11111.111111111111
585000,50000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,7.0,Mahindra,Thar 4X4,6,8333.333333333334
345000,120000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,Hyundai,i20 Magna,8,15000.0
350000,110000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5.0,Maruti,Swift VDI,8,13750.0
725000,140000,Petrol,Individual,Manual,First Owner,15.4,1497.0,117.3,7.0,Honda,BRV i-VTEC V MT,5,28000.0
250000,120000,Diesel,Individual,Manual,First Owner,15.42,1405.0,70.0,7.0,Tata,Venture EX 7 Str,9,13333.333333333334
45000,70000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti,800 AC,19,3684.2105263157896
409999,248119,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,8.0,Toyota,Innova 2.5 E Diesel MS 8-seater,14,17722.785714285714
325000,16500,Petrol,Individual,Manual,Second Owner,23.01,999.0,67.0,5.0,Renault,KWID 1.0 RXT Optional,4,4125.0
350000,9900,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,Maruti,Alto K10 VXI,5,1980.0
180000,80000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,Maruti,Alto LXi,9,8888.888888888889
150000,100000,Petrol,Individual,Manual,Second Owner,16.0,1368.0,90.0,5.0,Fiat,Linea Emotion,11,9090.90909090909
700000,20000,Petrol,Individual,Manual,First Owner,23.26,1197.0,88.5,5.0,Maruti,Dzire ZXI,1,20000.0
795000,90000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,Maruti,Ciaz ZDi Plus SHVS,5,18000.0
950000,15000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,Mahindra,Thar CRDe,2,7500.0
885000,75000,Diesel,Individual,Automatic,First Owner,21.5,1498.0,108.5,5.0,Volkswagen,Vento 1.5 Highline Plus AT 16 Alloy,3,25000.0
160000,140000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,5.0,Maruti,Ritz LDi,10,14000.0
300000,120000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0,Hyundai,i20 1.4 CRDi Asta,9,13333.333333333334
950000,75000,Diesel,Individual,Automatic,First Owner,21.5,1498.0,108.5,5.0,Volkswagen,Vento 1.5 Highline Plus AT 16 Alloy,3,25000.0
549000,90000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,Maruti,Ertiga VDI,6,15000.0
3000000,20000,Diesel,Individual,Automatic,First Owner,20.38,1968.0,143.0,5.0,Audi,A3 35 TDI Premium Plus,3,6666.666666666667
1200000,61000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,Toyota,Innova 2.5 VX (Diesel) 7 Seater,6,10166.666666666666
570000,100000,Diesel,Individual,Manual,Second Owner,21.8,1461.0,78.0,5.0,Renault,Fluence Diesel E4,9,11111.111111111111
800000,60000,Diesel,Individual,Manual,Second Owner,16.55,2498.0,105.0,6.0,Mahindra,Thar CRDe,4,15000.0
375000,100000,Diesel,Individual,Manual,First Owner,18.1,1493.0,110.0,5.0,Hyundai,Verna CRDi SX ABS,12,8333.333333333334
300000,170000,Diesel,Individual,Manual,Third Owner,13.6,2523.0,63.0,7.0,Mahindra,Bolero SLX,12,14166.666666666666
350000,100000,Petrol,Individual,Manual,Second Owner,16.78,1496.0,88.73,5.0,Toyota,Etios G,8,12500.0
400000,120000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,Mahindra,Bolero SLX,10,12000.0
434999,50000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.8,5.0,Volkswagen,Polo 1.5 TDI Comfortline,6,8333.333333333334
200000,120000,Petrol,Individual,Manual,Second Owner,19.33,1248.0,82.0,5.0,Toyota,Etios Liva G,9,13333.333333333334
260000,25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti,Alto 800 LXI,6,4166.666666666667
450000,24019,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,Maruti,Swift VDI,8,3002.375
459999,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,Hyundai,Verna 1.6 SX,8,10000.0
210000,100000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,Maruti,Ritz VDi ABS,10,10000.0
540000,93000,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5.0,Maruti,Swift Dzire VXI,6,15500.0
710000,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,Maruti,Ertiga SHVS VDI,4,12500.0
285000,22000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti,Alto 800 VXI,3,7333.333333333333
990000,19600,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,5.0,Hyundai,Creta 1.4 E Plus,2,9800.0
362000,104000,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,5.0,Tata,Indigo CS eGLS BS IV,4,26000.0
880000,33000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,Ford,EcoSport 1.5 Diesel Titanium Plus BSIV,4,8250.0
700000,60000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra,TUV 300 mHAWK100 T8,4,15000.0
600000,60000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,Mahindra,Bolero 2011-2019 DI - AC BS III,5,12000.0
700000,40000,Petrol,Individual,Manual,First Owner,13.24,1598.0,102.5,5.0,Nissan,Terrano XL,6,6666.666666666667
400000,60000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,Tata,Tiago 1.05 Revotorq XT,5,12000.0
165000,80000,LPG,Individual,Manual,First Owner,13.2,1495.0,93.7,5.0,Hyundai,Accent Executive LPG,11,7272.727272727273
350000,376412,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,Toyota,Innova 2.5 V Diesel 8-seater,14,26886.571428571428
425000,80000,Petrol,Individual,Manual,Third Owner,16.02,1373.0,93.7,7.0,Maruti,Ertiga VXI,7,11428.57142857143
180000,70000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,Hyundai,Santro Xing GL Plus,9,7777.777777777777
170000,90000,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,5.0,Maruti,Alto K10 2010-2014 VXI,9,10000.0
370000,183000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,Mahindra,Bolero 2011-2019 DI NON AC BS III White,7,26142.85714285714
800000,27000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,Vitara Brezza VDi,3,9000.0
900000,35000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,Ford,EcoSport 1.5 Diesel Titanium Plus BSIV,4,8750.0
390000,120000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,Maruti,Swift VDI,8,15000.0
445000,80000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI,7,11428.57142857143
459999,70000,Diesel,Individual,Manual,Fourth & Above Owner,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI,7,10000.0
275000,55000,LPG,Individual,Manual,First Owner,14.4,998.0,61.7,5.0,Maruti,Wagon R LXI DUO BS IV,8,6875.0
200000,120000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,Maruti,Ritz VDi,12,10000.0
350000,72000,Petrol,Individual,Manual,Second Owner,17.5,1197.0,85.8,5.0,Maruti,Swift Dzire 1.2 Lxi BSIV,9,8000.0
95000,120000,Diesel,Individual,Manual,Second Owner,12.0,2092.0,127.0,7.0,Tata,New Safari 4X4 EXI BSIII,14,8571.42857142857
550000,250000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5.0,Toyota,Etios GD,7,35714.28571428572
900000,100000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,9.0,Chevrolet,Tavera Neo 3 LT 9 Seats BSIII,5,20000.0
350000,120000,Diesel,Individual,Manual,Second Owner,15.3,2956.0,83.83,7.0,Tata,Sumo Gold GX,8,15000.0
455999,32000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Asta,7,4571.428571428572
129000,60000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,Maruti,Alto STD,13,4615.384615384615
254000,40000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti,Alto 800 LXI,4,10000.0
570000,48000,Diesel,Individual,Manual,First Owner,21.7,1498.0,98.96,5.0,Ford,Ecosport 1.5 Diesel Trend,7,6857.142857142857
840000,30000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.14,5.0,Nissan,Terrano XL D Option,3,10000.0
235000,100000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.1,7.0,Tata,New Safari DICOR 2.2 GX 4x2 BS IV,11,9090.90909090909
700000,50000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra,TUV 300 T6,5,10000.0
140000,40000,Petrol,Individual,Manual,Second Owner,19.33,1248.0,82.0,5.0,Hyundai,Santro Xing ABS,11,3636.3636363636365
528000,5000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,Hyundai,Grand i10 1.2 Kappa Sportz Option,3,1666.6666666666667
1500000,12000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,Jeep,Compass 2.0 Limited Option,4,3000.0
560000,72000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,Mahindra,Bolero 2011-2019 DI - AC BS III,5,14400.0
600000,70000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,Mahindra,Bolero 2011-2019 DI - AC BS III,5,14000.0
102000,50000,Petrol,Individual,Manual,Second Owner,15.26,1150.0,74.9,5.0,Chevrolet,Aveo U-VA 1.2 LS,14,3571.4285714285716
750000,70000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 AWD,7,10000.0
148000,70000,Petrol,Individual,Manual,Third Owner,14.7,1150.0,76.0,5.0,Chevrolet,Aveo U-VA 1.2,11,6363.636363636364
650000,50000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,Maruti,Baleno Alpha 1.2,6,8333.333333333334
310000,40000,Petrol,Individual,Manual,First Owner,16.47,1198.0,73.9,5.0,Volkswagen,Polo Petrol Trendline 1.2L,9,4444.444444444444
480000,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5.0,Hyundai,Xcent 1.2 Kappa S,7,4285.714285714285
320000,15000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti,Alto 800 VXI,3,5000.0
750000,40000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,Honda,City i VTEC VX,6,6666.666666666667
370000,40000,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,5.0,Nissan,Micra Active XL Petrol,4,10000.0
320000,60000,Petrol,Individual,Manual,Fourth & Above Owner,18.6,1197.0,85.8,5.0,Maruti,Swift ZXI,8,7500.0
420000,67000,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.8,5.0,Maruti,Swift ZXI,8,8375.0
240000,60000,Petrol,Individual,Manual,Second Owner,17.5,1298.0,85.8,5.0,Maruti,Swift Dzire VXi,11,5454.545454545455
220000,60000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5.0,Datsun,RediGO 1.0 S,4,15000.0
350000,30000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata,Tiago 1.2 Revotron XM,5,6000.0
675000,40000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,Honda,Amaze VX i-DTEC,3,13333.333333333334
434999,50000,Petrol,Individual,Manual,Second Owner,18.16,1197.0,78.8,5.0,Toyota,Etios Cross 1.2L G,5,10000.0
125000,200000,Petrol,Individual,Automatic,Third Owner,13.1,1997.0,141.1,5.0,Honda,CR-V 2.0L 2WD AT,15,13333.333333333334
400000,14000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,6.0,Mahindra,KUV 100 mFALCON G80 K6 AW,5,2800.0
425000,70000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,9.0,Chevrolet,Tavera Neo 3 9 Str BSIII,6,11666.666666666666
311000,94000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,75.0,5.0,Maruti,Ritz Genus VDi,11,8545.454545454546
509999,197000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,10.0,Chevrolet,Tavera Neo 3 10 Seats BSIII,6,32833.333333333336
530000,79000,Diesel,Individual,Manual,Second Owner,25.83,1498.0,99.0,5.0,Ford,Figo 1.5D Trend MT,6,13166.666666666666
210000,120000,Diesel,Individual,Manual,Second Owner,18.7,1896.0,66.0,5.0,Skoda,Octavia Rider 1.9 AT TDI,13,9230.76923076923
977000,30000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,8.0,Mahindra,Marazzo M2 8Str BSIV,2,15000.0
440000,20000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,Wagon R VXI BS IV,3,6666.666666666667
440000,17000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,Wagon R VXI BS IV,3,5666.666666666667
655000,20000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai,i20 1.2 Spotz,3,6666.666666666667
295000,60000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,KWID RXT Optional,5,12000.0
65000,70000,Petrol,Individual,Manual,Third Owner,15.0,1086.0,66.6,5.0,Hyundai,Getz 1.1 GLE,14,5000.0
1200000,150000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,Tata,Hexa XT,4,37500.0
1251000,35000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,Tata,Hexa XM,4,8750.0
200000,60000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,Tata,Indigo CS eLX BS IV,11,5454.545454545455
750000,40000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0,Hyundai,i20 Active 1.4 SX with AVN,5,8000.0
400000,60000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5.0,Maruti,Wagon R LXI CNG,3,20000.0
475000,57000,Petrol,Individual,Manual,First Owner,17.8,1198.0,86.7,5.0,Honda,Amaze E i-VTEC,4,14250.0
110000,120000,Diesel,Individual,Manual,Second Owner,17.8,1405.0,70.0,5.0,Tata,Indigo VS,9,13333.333333333334
350000,30000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,Renault,KWID 1.0 RXT 02 Anniversary Edition,4,7500.0
